id,name,grade,enhancement,maximum,minimum,price,count
10056,Krea Longsword,1,17,48300000,41700000,45000000,0
10056,Krea Longsword,1,18,106000000,92000000,99000000,0
10056,Krea Longsword,1,19,354000000,306000000,330000000,0
10056,Krea Longsword,1,20,740000000,640000000,690000000,0
10057,Rosar Longsword,1,0,44500,38300,41400,99
10057,Rosar Longsword,1,8,1740000,1500000,1620000,15
10057,Rosar Longsword,1,11,2970000,2570000,2770000,0
10057,Rosar Longsword,1,13,5100000,4410000,4760000,1
10057,Rosar Longsword,1,16,36500000,31500000,34000000,1
10057,Rosar Longsword,1,17,60000000,52000000,56000000,0
10057,Rosar Longsword,1,18,109000000,94500000,102000000,0
10057,Rosar Longsword,1,19,353000000,305000000,329000000,0
10057,Rosar Longsword,1,20,935000000,805000000,870000000,0
10071,Styd Longsword,1,0,13000,12000,12100,2
10072,Ultimate Styd Longsword,2,0,15200,14100,14200,50
10086,Offin Tett's Radiant Longsword,3,0,116000000,100000000,108000000,0
10086,Offin Tett's Radiant Longsword,3,8,116000000,100000000,108000000,0
10086,Offin Tett's Radiant Longsword,3,11,120000000,104000000,112000000,0
10086,Offin Tett's Radiant Longsword,3,13,120000000,104000000,112000000,0
10086,Offin Tett's Radiant Longsword,3,14,158000000,136000000,147000000,0
10086,Offin Tett's Radiant Longsword,3,15,289000000,249000000,269000000,0
10086,Offin Tett's Radiant Longsword,3,16,391000000,337000000,364000000,0
10086,Offin Tett's Radiant Longsword,3,17,840000000,770000000,830000000,2
10086,Offin Tett's Radiant Longsword,3,18,1040000000,905000000,975000000,3
10086,Offin Tett's Radiant Longsword,3,19,2090000000,1810000000,1950000000,1
10086,Offin Tett's Radiant Longsword,3,20,17700000000,15300000000,16500000000,0
10102,Vangertz Shield,1,0,18700,16700,17400,33
10102,Vangertz Shield,1,8,1750000,1510000,1630000,3
10102,Vangertz Shield,1,11,2700000,2340000,2520000,0
10102,Vangertz Shield,1,13,5350000,4630000,5000000,0
10102,Vangertz Shield,1,16,30100000,25900000,28000000,0
10102,Vangertz Shield,1,17,42300000,36500000,39400000,0
10102,Vangertz Shield,1,18,91000000,79000000,85000000,0
10102,Vangertz Shield,1,19,489000000,421000000,455000000,0
10102,Vangertz Shield,1,20,1900000000,1640000000,1770000000,0
10103,Axion Shield,1,0,21600,19600,20100,40
10103,Axion Shield,1,8,1690000,1470000,1580000,0
10103,Axion Shield,1,11,2850000,2470000,2660000,0
10103,Axion Shield,1,13,5350000,4630000,5000000,0
10103,Axion Shield,1,16,37500000,32300000,34900000,0
10103,Axion Shield,1,17,62500000,54500000,58500000,2
10103,Axion Shield,1,18,116000000,100000000,108000000,0
10103,Axion Shield,1,19,348000000,300000000,324000000,0
10103,Axion Shield,1,20,1070000000,925000000,1000000000,0
10105,Kite Shield,1,0,24000,22400,22400,49
10105,Kite Shield,1,8,1990000,1730000,1860000,4
10105,Kite Shield,1,11,2830000,2450000,2640000,1
10105,Kite Shield,1,13,3220000,2780000,3000000,0
10105,Kite Shield,1,16,19800000,17200000,18500000,0
10105,Kite Shield,1,17,122000000,106000000,114000000,2
10105,Kite Shield,1,18,151000000,131000000,141000000,2
10105,Kite Shield,1,19,520000000,451000000,487000000,0
10105,Kite Shield,1,20,3120000000,2700000000,2910000000,0
10124,Krea Shield,1,0,27000,25200,25200,22
10124,Krea Shield,1,8,1870000,1610000,1740000,16
10124,Krea Shield,1,11,2900000,2500000,2700000,3
10124,Krea Shield,1,13,5100000,4430000,4780000,0
10124,Krea Shield,1,16,32100000,27700000,29900000,0
10124,Krea Shield,1,17,50500000,43700000,47200000,0
10124,Krea Shield,1,18,127000000,111000000,119000000,0
10124,Krea Shield,1,19,391000000,337000000,364000000,0
10124,Krea Shield,1,20,1100000000,955000000,1030000000,0
10125,Rosar Shield,1,0,30100,28000,28000,16
10125,Rosar Shield,1,8,2010000,1730000,1870000,35
10125,Rosar Shield,1,11,2820000,2440000,2630000,5
10125,Rosar Shield,1,13,5750000,4950000,5350000,1
10125,Rosar Shield,1,16,43800000,37800000,40800000,1
10125,Rosar Shield,1,17,58500000,50500000,54500000,0
10125,Rosar Shield,1,18,168000000,146000000,157000000,0
10125,Rosar Shield,1,19,560000000,486000000,525000000,0
10125,Rosar Shield,1,20,2900000000,2500000000,2700000000,1
10138,Nouver Shield,3,0,131000000,113000000,122000000,5
10138,Nouver Shield,3,8,131000000,113000000,122000000,0
10138,Nouver Shield,3,11,133000000,115000000,124000000,0
10138,Nouver Shield,3,13,185000000,161000000,173000000,0
10138,Nouver Shield,3,14,196000000,170000000,183000000,0
10138,Nouver Shield,3,15,208000000,180000000,194000000,0
10138,Nouver Shield,3,16,373000000,321000000,347000000,0
10138,Nouver Shield,3,17,413000000,357000000,385000000,0
10138,Nouver Shield,3,18,635000000,555000000,595000000,1
10138,Nouver Shield,3,19,1740000000,1500000000,1620000000,4
10138,Nouver Shield,3,20,14900000000,12900000000,13900000000,0
10140,Kutum Shield,3,0,86500000,74500000,80500000,0
10140,Kutum Shield,3,8,86500000,74500000,80500000,0
10140,Kutum Shield,3,11,312000000,286000000,309000000,8
10140,Kutum Shield,3,13,345000000,297000000,321000000,0
10140,Kutum Shield,3,14,345000000,297000000,321000000,0
10140,Kutum Shield,3,15,370000000,320000000,345000000,0
10140,Kutum Shield,3,16,500000000,432000000,466000000,0
10140,Kutum Shield,3,17,680000000,590000000,635000000,7
10140,Kutum Shield,3,18,750000000,650000000,700000000,3
10140,Kutum Shield,3,19,1990000000,1730000000,1860000000,8
10140,Kutum Shield,3,20,18900000000,16300000000,17600000000,3
10203,Elsh Longbow,1,0,10500,9150,9850,0
10203,Elsh Longbow,1,8,3690000,3190000,3440000,0
10203,Elsh Longbow,1,11,9650000,8350000,9000000,0
10203,Elsh Longbow,1,13,14800000,12800000,13800000,0
10203,Elsh Longbow,1,16,42300000,36500000,39400000,0
10203,Elsh Longbow,1,17,69000000,60000000,64500000,0
10203,Elsh Longbow,1,18,145000000,125000000,135000000,0
10203,Elsh Longbow,1,19,369000000,319000000,344000000,0
10203,Elsh Longbow,1,20,780000000,680000000,730000000,0
10205,Azwell Longbow,1,0,18800,17500,17500,0
10205,Azwell Longbow,1,8,4970000,4600000,4970000,45
10205,Azwell Longbow,1,11,6650000,5750000,6200000,0
10205,Azwell Longbow,1,13,8450000,7350000,7900000,0
10205,Azwell Longbow,1,16,46000000,39600000,42800000,0
10205,Azwell Longbow,1,17,46000000,39600000,42800000,0
10205,Azwell Longbow,1,18,121000000,105000000,113000000,0
10205,Azwell Longbow,1,19,354000000,306000000,330000000,0
10205,Azwell Longbow,1,20,810000000,700000000,755000000,0
10206,Ain Longbow,1,0,247000,213000,230000,1
10206,Ain Longbow,1,8,3270000,2830000,3050000,0
10206,Ain Longbow,1,11,3690000,3190000,3440000,0
10206,Ain Longbow,1,13,3880000,3340000,3610000,0
10206,Ain Longbow,1,16,14700000,12700000,13700000,0
10206,Ain Longbow,1,17,76000000,66000000,71000000,0
10206,Ain Longbow,1,18,103000000,89500000,96500000,0
10206,Ain Longbow,1,19,328000000,284000000,306000000,0
10206,Ain Longbow,1,20,740000000,640000000,690000000,0
10207,Seleth Longbow,1,0,211000,183000,197000,1
10207,Seleth Longbow,1,8,2090000,1810000,1950000,0
10207,Seleth Longbow,1,11,2540000,2200000,2370000,0
10207,Seleth Longbow,1,13,2600000,2420000,2420000,0
10207,Seleth Longbow,1,16,13000000,11200000,12100000,0
10207,Seleth Longbow,1,17,110000000,95500000,103000000,1
10207,Seleth Longbow,1,18,162000000,140000000,151000000,0
10207,Seleth Longbow,1,19,378000000,326000000,352000000,0
10207,Seleth Longbow,1,20,895000000,775000000,835000000,0
10209,Liverto Longbow,2,0,2400000,2080000,2240000,1
10209,Liverto Longbow,2,8,6850000,5950000,6400000,0
10209,Liverto Longbow,2,11,7950000,6850000,7400000,0
10209,Liverto Longbow,2,13,8050000,6950000,7500000,0
10209,Liverto Longbow,2,14,8100000,7000000,7550000,0
10209,Liverto Longbow,2,15,10500000,9100000,9800000,0
10209,Liverto Longbow,2,16,47400000,40800000,44100000,0
10209,Liverto Longbow,2,17,58500000,50500000,54500000,3
10209,Liverto Longbow,2,18,135000000,117000000,126000000,0
10209,Liverto Longbow,2,19,535000000,463000000,500000000,2
10209,Liverto Longbow,2,20,3560000000,3080000000,3320000000,0
10210,Kzarka Longbow,3,0,131000000,113000000,122000000,1
10210,Kzarka Longbow,3,8,141000000,123000000,132000000,3
10210,Kzarka Longbow,3,11,146000000,126000000,136000000,0
10210,Kzarka Longbow,3,13,169000000,147000000,158000000,0
10210,Kzarka Longbow,3,14,180000000,156000000,168000000,0
10210,Kzarka Longbow,3,15,219000000,189000000,204000000,0
10210,Kzarka Longbow,3,16,409000000,353000000,381000000,1
10210,Kzarka Longbow,3,17,451000000,389000000,420000000,0
10210,Kzarka Longbow,3,18,447000000,385000000,416000000,0
10210,Kzarka Longbow,3,19,1370000000,1190000000,1280000000,1
10210,Kzarka Longbow,3,20,17300000000,14900000000,16100000000,0
10212,Kalis Longbow,1,0,154000,134000,144000,11
10212,Kalis Longbow,1,8,2020000,1740000,1880000,1
10212,Kalis Longbow,1,11,2600000,2240000,2420000,0
10212,Kalis Longbow,1,13,2610000,2420000,2430000,0
10212,Kalis Longbow,1,16,12900000,11100000,12000000,0
10212,Kalis Longbow,1,17,133000000,115000000,124000000,0
10212,Kalis Longbow,1,18,137000000,119000000,128000000,0
10212,Kalis Longbow,1,19,354000000,306000000,330000000,0
10212,Kalis Longbow,1,20,740000000,640000000,690000000,0
10213,Bares Longbow,1,0,40900,35300,38100,2
10213,Bares Longbow,1,8,1690000,1470000,1580000,0
10213,Bares Longbow,1,11,2530000,2190000,2360000,3
10213,Bares Longbow,1,13,4980000,4300000,4640000,0
10213,Bares Longbow,1,16,23700000,20500000,22100000,0
10213,Bares Longbow,1,17,88500000,76500000,82500000,0
10213,Bares Longbow,1,18,141000000,123000000,132000000,1
10213,Bares Longbow,1,19,342000000,296000000,319000000,0
10213,Bares Longbow,1,20,780000000,680000000,730000000,0
10214,Yuria Longbow,1,0,54000,46800,50500,0
10214,Yuria Longbow,1,8,1910000,1650000,1780000,7
10214,Yuria Longbow,1,11,2850000,2470000,2660000,0
10214,Yuria Longbow,1,13,5600000,4860000,5250000,1
10214,Yuria Longbow,1,16,74000000,64000000,69000000,4
10214,Yuria Longbow,1,17,95500000,82500000,89000000,0
10214,Yuria Longbow,1,18,103000000,89000000,96000000,0
10214,Yuria Longbow,1,19,353000000,305000000,329000000,0
10214,Yuria Longbow,1,20,795000000,685000000,740000000,0
10256,Krea Longbow,1,0,37100,34200,34600,22
10256,Krea Longbow,1,8,1910000,1650000,1780000,2
10256,Krea Longbow,1,11,2890000,2490000,2690000,0
10256,Krea Longbow,1,13,5450000,4720000,5100000,0
10256,Krea Longbow,1,16,32400000,28000000,30200000,0
10256,Krea Longbow,1,17,48300000,41700000,45000000,0
10256,Krea Longbow,1,18,106000000,92000000,99000000,0
10256,Krea Longbow,1,19,354000000,306000000,330000000,0
10256,Krea Longbow,1,20,740000000,640000000,690000000,0
10257,Rosar Longbow,1,0,44500,38300,41400,66
10257,Rosar Longbow,1,8,1740000,1500000,1620000,10
10257,Rosar Longbow,1,11,2970000,2570000,2770000,13
10257,Rosar Longbow,1,13,5100000,4410000,4760000,0
10257,Rosar Longbow,1,16,36500000,31500000,34000000,0
10257,Rosar Longbow,1,17,60000000,52000000,56000000,0
10257,Rosar Longbow,1,18,109000000,94500000,102000000,0
10257,Rosar Longbow,1,19,353000000,305000000,329000000,0
10257,Rosar Longbow,1,20,935000000,805000000,870000000,0
10271,Styd Longbow,1,0,13000,12000,12100,6
10272,Ultimate Styd Longbow,2,0,15200,14100,14200,133
10286,Offin Tett's Radiant Longbow,3,0,116000000,100000000,108000000,0
10286,Offin Tett's Radiant Longbow,3,8,116000000,100000000,108000000,0
10286,Offin Tett's Radiant Longbow,3,11,120000000,104000000,112000000,0
10286,Offin Tett's Radiant Longbow,3,13,120000000,104000000,112000000,0
10286,Offin Tett's Radiant Longbow,3,14,158000000,136000000,147000000,0
10286,Offin Tett's Radiant Longbow,3,15,289000000,249000000,269000000,0
10286,Offin Tett's Radiant Longbow,3,16,391000000,337000000,364000000,0
10286,Offin Tett's Radiant Longbow,3,17,840000000,770000000,830000000,0
10286,Offin Tett's Radiant Longbow,3,18,1040000000,905000000,975000000,0
10286,Offin Tett's Radiant Longbow,3,19,2090000000,1810000000,1950000000,4
10286,Offin Tett's Radiant Longbow,3,20,17700000000,15300000000,16500000000,1
10303,Bronze Dagger,1,0,18700,16700,17400,58
10303,Bronze Dagger,1,8,1750000,1510000,1630000,2
10303,Bronze Dagger,1,11,2700000,2340000,2520000,0
10303,Bronze Dagger,1,13,5350000,4630000,5000000,0
10303,Bronze Dagger,1,16,30100000,25900000,28000000,9
10303,Bronze Dagger,1,17,42300000,36500000,39400000,0
10303,Bronze Dagger,1,18,91000000,79000000,85000000,0
10303,Bronze Dagger,1,19,489000000,421000000,455000000,0
10303,Bronze Dagger,1,20,1900000000,1640000000,1770000000,0
10304,Steel Dagger,1,0,21600,19600,20100,0
10304,Steel Dagger,1,8,1690000,1470000,1580000,0
10304,Steel Dagger,1,11,2850000,2470000,2660000,0
10304,Steel Dagger,1,13,5350000,4630000,5000000,0
10304,Steel Dagger,1,16,37500000,32300000,34900000,0
10304,Steel Dagger,1,17,62500000,54500000,58500000,0
10304,Steel Dagger,1,18,116000000,100000000,108000000,0
10304,Steel Dagger,1,19,348000000,300000000,324000000,1
10304,Steel Dagger,1,20,1070000000,925000000,1000000000,0
10305,Parrying Dagger,1,0,24000,22400,22400,21
10305,Parrying Dagger,1,8,1990000,1730000,1860000,6
10305,Parrying Dagger,1,11,2830000,2450000,2640000,0
10305,Parrying Dagger,1,13,3220000,2780000,3000000,0
10305,Parrying Dagger,1,16,19800000,17200000,18500000,0
10305,Parrying Dagger,1,17,122000000,106000000,114000000,10
10305,Parrying Dagger,1,18,151000000,131000000,141000000,2
10305,Parrying Dagger,1,19,520000000,451000000,487000000,1
10305,Parrying Dagger,1,20,3120000000,2700000000,2910000000,0
10324,Krea Dagger,1,0,27000,25200,25200,130
10324,Krea Dagger,1,8,1870000,1610000,1740000,8
10324,Krea Dagger,1,11,2900000,2500000,2700000,0
10324,Krea Dagger,1,13,5100000,4430000,4780000,0
10324,Krea Dagger,1,16,32100000,27700000,29900000,0
10324,Krea Dagger,1,17,50500000,43700000,47200000,1
10324,Krea Dagger,1,18,127000000,111000000,119000000,0
10324,Krea Dagger,1,19,391000000,337000000,364000000,0
10324,Krea Dagger,1,20,1100000000,955000000,1030000000,0
10325,Rosar Dagger,1,0,30100,28000,28000,6
10325,Rosar Dagger,1,8,2010000,1730000,1870000,16
10325,Rosar Dagger,1,11,2820000,2440000,2630000,2
10325,Rosar Dagger,1,13,5750000,4950000,5350000,0
10325,Rosar Dagger,1,16,43800000,37800000,40800000,1
10325,Rosar Dagger,1,17,58500000,50500000,54500000,0
10325,Rosar Dagger,1,18,168000000,146000000,157000000,0
10325,Rosar Dagger,1,19,560000000,486000000,525000000,1
10325,Rosar Dagger,1,20,2900000000,2500000000,2700000000,0
10338,Nouver Dagger,3,0,131000000,113000000,122000000,5
10338,Nouver Dagger,3,8,131000000,113000000,122000000,0
10338,Nouver Dagger,3,11,133000000,115000000,124000000,0
10338,Nouver Dagger,3,13,185000000,161000000,173000000,0
10338,Nouver Dagger,3,14,196000000,170000000,183000000,0
10338,Nouver Dagger,3,15,208000000,180000000,194000000,0
10338,Nouver Dagger,3,16,373000000,321000000,347000000,0
10338,Nouver Dagger,3,17,413000000,357000000,385000000,0
10338,Nouver Dagger,3,18,635000000,555000000,595000000,2
10338,Nouver Dagger,3,19,1740000000,1500000000,1620000000,0
10338,Nouver Dagger,3,20,14900000000,12900000000,13900000000,4
10340,Kutum Dagger,3,0,86500000,74500000,80500000,0
10340,Kutum Dagger,3,8,86500000,74500000,80500000,0
10340,Kutum Dagger,3,11,312000000,286000000,309000000,12
10340,Kutum Dagger,3,13,345000000,297000000,321000000,0
10340,Kutum Dagger,3,14,345000000,297000000,321000000,0
10340,Kutum Dagger,3,15,370000000,320000000,345000000,0
10340,Kutum Dagger,3,16,500000000,432000000,466000000,2
10340,Kutum Dagger,3,17,680000000,590000000,635000000,2
10340,Kutum Dagger,3,18,750000000,650000000,700000000,0
10340,Kutum Dagger,3,19,1990000000,1730000000,1860000000,0
10340,Kutum Dagger,3,20,18900000000,16300000000,17600000000,0
10403,Elsh Amulet,1,0,10500,9150,9850,0
10403,Elsh Amulet,1,8,3690000,3190000,3440000,1
10403,Elsh Amulet,1,11,9650000,8350000,9000000,0
10403,Elsh Amulet,1,13,14800000,12800000,13800000,0
10403,Elsh Amulet,1,16,42300000,36500000,39400000,0
10403,Elsh Amulet,1,17,69000000,60000000,64500000,0
10403,Elsh Amulet,1,18,145000000,125000000,135000000,0
10403,Elsh Amulet,1,19,369000000,319000000,344000000,0
10403,Elsh Amulet,1,20,780000000,680000000,730000000,0
10405,Azwell Amulet,1,0,18800,17500,17500,13
10405,Azwell Amulet,1,8,4970000,4600000,4970000,94
10405,Azwell Amulet,1,11,6650000,5750000,6200000,0
10405,Azwell Amulet,1,13,8450000,7350000,7900000,0
10405,Azwell Amulet,1,16,46000000,39600000,42800000,0
10405,Azwell Amulet,1,17,46000000,39600000,42800000,0
10405,Azwell Amulet,1,18,121000000,105000000,113000000,0
10405,Azwell Amulet,1,19,354000000,306000000,330000000,0
10405,Azwell Amulet,1,20,810000000,700000000,755000000,0
10406,Ain Amulet,1,0,247000,213000,230000,0
10406,Ain Amulet,1,8,3270000,2830000,3050000,0
10406,Ain Amulet,1,11,3690000,3190000,3440000,0
10406,Ain Amulet,1,13,3880000,3340000,3610000,0
10406,Ain Amulet,1,16,14700000,12700000,13700000,0
10406,Ain Amulet,1,17,76000000,66000000,71000000,2
10406,Ain Amulet,1,18,103000000,89500000,96500000,0
10406,Ain Amulet,1,19,328000000,284000000,306000000,0
10406,Ain Amulet,1,20,740000000,640000000,690000000,0
10407,Seleth Amulet,1,0,211000,183000,197000,6
10407,Seleth Amulet,1,8,2090000,1810000,1950000,0
10407,Seleth Amulet,1,11,2540000,2200000,2370000,0
10407,Seleth Amulet,1,13,2600000,2420000,2420000,0
10407,Seleth Amulet,1,16,13000000,11200000,12100000,0
10407,Seleth Amulet,1,17,110000000,95500000,103000000,10
10407,Seleth Amulet,1,18,162000000,140000000,151000000,0
10407,Seleth Amulet,1,19,378000000,326000000,352000000,0
10407,Seleth Amulet,1,20,895000000,775000000,835000000,0
10409,Liverto Amulet,2,0,2400000,2080000,2240000,3
10409,Liverto Amulet,2,8,6850000,5950000,6400000,0
10409,Liverto Amulet,2,11,7950000,6850000,7400000,0
10409,Liverto Amulet,2,13,8050000,6950000,7500000,0
10409,Liverto Amulet,2,14,8100000,7000000,7550000,0
10409,Liverto Amulet,2,15,10500000,9100000,9800000,3
10409,Liverto Amulet,2,16,47400000,40800000,44100000,7
10409,Liverto Amulet,2,17,58500000,50500000,54500000,3
10409,Liverto Amulet,2,18,135000000,117000000,126000000,1
10409,Liverto Amulet,2,19,535000000,463000000,500000000,0
10409,Liverto Amulet,2,20,3560000000,3080000000,3320000000,0
10410,Kzarka Amulet,3,0,131000000,113000000,122000000,7
10410,Kzarka Amulet,3,8,141000000,123000000,132000000,3
10410,Kzarka Amulet,3,11,146000000,126000000,136000000,0
10410,Kzarka Amulet,3,13,169000000,147000000,158000000,0
10410,Kzarka Amulet,3,14,180000000,156000000,168000000,0
10410,Kzarka Amulet,3,15,219000000,189000000,204000000,0
10410,Kzarka Amulet,3,16,409000000,353000000,381000000,1
10410,Kzarka Amulet,3,17,451000000,389000000,420000000,0
10410,Kzarka Amulet,3,18,447000000,385000000,416000000,0
10410,Kzarka Amulet,3,19,1370000000,1190000000,1280000000,3
10410,Kzarka Amulet,3,20,17300000000,14900000000,16100000000,1
10412,Kalis Amulet,1,0,154000,134000,144000,13
10412,Kalis Amulet,1,8,2020000,1740000,1880000,10
10412,Kalis Amulet,1,11,2600000,2240000,2420000,0
10412,Kalis Amulet,1,13,2610000,2420000,2430000,0
10412,Kalis Amulet,1,16,12900000,11100000,12000000,0
10412,Kalis Amulet,1,17,133000000,115000000,124000000,1
10412,Kalis Amulet,1,18,137000000,119000000,128000000,0
10412,Kalis Amulet,1,19,354000000,306000000,330000000,0
10412,Kalis Amulet,1,20,740000000,640000000,690000000,0
10413,Bares Amulet,1,0,40900,35300,38100,12
10413,Bares Amulet,1,8,1690000,1470000,1580000,0
10413,Bares Amulet,1,11,2530000,2190000,2360000,3
10413,Bares Amulet,1,13,4980000,4300000,4640000,0
10413,Bares Amulet,1,16,23700000,20500000,22100000,0
10413,Bares Amulet,1,17,88500000,76500000,82500000,0
10413,Bares Amulet,1,18,141000000,123000000,132000000,0
10413,Bares Amulet,1,19,342000000,296000000,319000000,0
10413,Bares Amulet,1,20,780000000,680000000,730000000,0
10414,Yuria Amulet,1,0,54000,46800,50500,2
10414,Yuria Amulet,1,8,1910000,1650000,1780000,5
10414,Yuria Amulet,1,11,2850000,2470000,2660000,0
10414,Yuria Amulet,1,13,5600000,4860000,5250000,0
10414,Yuria Amulet,1,16,74000000,64000000,69000000,31
10414,Yuria Amulet,1,17,95500000,82500000,89000000,6
10414,Yuria Amulet,1,18,103000000,89000000,96000000,0
10414,Yuria Amulet,1,19,353000000,305000000,329000000,0
10414,Yuria Amulet,1,20,795000000,685000000,740000000,0
10456,Krea Amulet,1,0,37100,34200,34600,40
10456,Krea Amulet,1,8,1910000,1650000,1780000,6
10456,Krea Amulet,1,11,2890000,2490000,2690000,0
10456,Krea Amulet,1,13,5450000,4720000,5100000,0
10456,Krea Amulet,1,16,32400000,28000000,30200000,0
10456,Krea Amulet,1,17,48300000,41700000,45000000,0
10456,Krea Amulet,1,18,106000000,92000000,99000000,0
10456,Krea Amulet,1,19,354000000,306000000,330000000,0
10456,Krea Amulet,1,20,740000000,640000000,690000000,0
10457,Rosar Amulet,1,0,44500,38300,41400,117
10457,Rosar Amulet,1,8,1740000,1500000,1620000,13
10457,Rosar Amulet,1,11,2970000,2570000,2770000,10
