id,name,grade,enhancement,maximum,minimum,price,count,totalTradeCount
10014,Yuria Longsword,1,16,29900000,25900000,27900000,0,2304
10014,Yuria Longsword,1,17,48400000,41800000,45100000,0,1586
10014,Yuria Longsword,1,18,117000000,101000000,109000000,0,513
10014,Yuria Longsword,1,19,353000000,305000000,329000000,0,48
10014,Yuria Longsword,1,20,890000000,770000000,830000000,0,0
10056,Krea Longsword,1,0,37300,34200,34700,47,783852
10056,Krea Longsword,1,8,1390000,1210000,1300000,7,5301
10056,Krea Longsword,1,11,2160000,1860000,2010000,2,2909
10056,Krea Longsword,1,13,5100000,4430000,4780000,0,9821
10056,Krea Longsword,1,16,32500000,28100000,30300000,0,920
10056,Krea Longsword,1,17,45000000,38800000,41900000,0,460
10056,Krea Longsword,1,18,102000000,88500000,95500000,0,158
10056,Krea Longsword,1,19,328000000,284000000,306000000,0,4
10056,Krea Longsword,1,20,740000000,640000000,690000000,0,0
10057,Rosar Longsword,1,0,46100,39700,42900,65,2694972
10057,Rosar Longsword,1,8,1310000,1130000,1220000,4,33547
10057,Rosar Longsword,1,11,1970000,1710000,1840000,1,18309
10057,Rosar Longsword,1,13,5600000,4860000,5250000,1,50769
10057,Rosar Longsword,1,16,33400000,28800000,31100000,0,5090
10057,Rosar Longsword,1,17,62500000,54500000,58500000,6,3391
10057,Rosar Longsword,1,18,118000000,102000000,110000000,0,1486
10057,Rosar Longsword,1,19,404000000,348000000,376000000,0,82
10057,Rosar Longsword,1,20,845000000,735000000,790000000,0,2
10071,Styd Longsword,1,0,13000,12000,12100,0,53561
10072,Ultimate Styd Longsword,2,0,15200,14100,14200,0,58616
10086,Offin Tett's Radiant Longsword,3,0,113000000,98500000,106000000,1,891
10086,Offin Tett's Radiant Longsword,3,8,173000000,149000000,161000000,0,126
10086,Offin Tett's Radiant Longsword,3,11,173000000,149000000,161000000,0,63
10086,Offin Tett's Radiant Longsword,3,13,185000000,161000000,173000000,0,21
10086,Offin Tett's Radiant Longsword,3,14,202000000,174000000,188000000,0,11
10086,Offin Tett's Radiant Longsword,3,15,307000000,265000000,286000000,0,71
10086,Offin Tett's Radiant Longsword,3,16,452000000,390000000,421000000,0,233
10086,Offin Tett's Radiant Longsword,3,17,555000000,481000000,520000000,0,92
10086,Offin Tett's Radiant Longsword,3,18,685000000,595000000,640000000,0,354
10086,Offin Tett's Radiant Longsword,3,19,2180000000,1880000000,2030000000,4,735
10086,Offin Tett's Radiant Longsword,3,20,19100000000,16500000000,17800000000,1,34
10102,Vangertz Shield,1,0,20700,17900,19300,6,756454
10102,Vangertz Shield,1,8,1050000,915000,985000,0,11391
10102,Vangertz Shield,1,11,1650000,1430000,1540000,0,3524
10102,Vangertz Shield,1,13,5400000,4680000,5050000,0,9264
10102,Vangertz Shield,1,16,33000000,28400000,30700000,0,3204
10102,Vangertz Shield,1,17,51000000,44200000,47700000,0,2783
10102,Vangertz Shield,1,18,95000000,82000000,88500000,0,1757
10102,Vangertz Shield,1,19,438000000,378000000,408000000,1,373
10102,Vangertz Shield,1,20,2090000000,1810000000,1950000000,0,18
10103,Axion Shield,1,0,21000,19600,19600,2,1095532
10103,Axion Shield,1,8,1130000,985000,1060000,0,12466
10103,Axion Shield,1,11,2060000,1780000,1920000,0,3345
10103,Axion Shield,1,13,5450000,4720000,5100000,0,14442
10103,Axion Shield,1,16,35300000,30500000,32900000,0,6398
10103,Axion Shield,1,17,44500000,38300000,41400000,0,5793
10103,Axion Shield,1,18,94500000,81500000,88000000,0,3798
10103,Axion Shield,1,19,326000000,282000000,304000000,0,245
10103,Axion Shield,1,20,1030000000,890000000,960000000,0,0
10105,Kite Shield,1,0,24000,22400,22400,0,454166
10105,Kite Shield,1,8,1320000,1140000,1230000,0,4012
10105,Kite Shield,1,11,2480000,2140000,2310000,0,1711
10105,Kite Shield,1,13,5350000,4620000,4990000,0,5778
10105,Kite Shield,1,16,33900000,29300000,31600000,0,1112
10105,Kite Shield,1,17,44800000,38600000,41700000,0,715
10105,Kite Shield,1,18,121000000,105000000,113000000,0,470
10105,Kite Shield,1,19,530000000,459000000,496000000,0,156
10105,Kite Shield,1,20,2940000000,2540000000,2740000000,0,6
10124,Krea Shield,1,0,27000,25200,25200,16,1079541
10124,Krea Shield,1,8,1320000,1140000,1230000,2,9345
10124,Krea Shield,1,11,1970000,1710000,1840000,0,5145
10124,Krea Shield,1,13,4360000,3760000,4060000,0,14353
10124,Krea Shield,1,16,30800000,26600000,28700000,0,1383
10124,Krea Shield,1,17,58000000,50000000,54000000,0,785
10124,Krea Shield,1,18,112000000,97500000,105000000,0,246
10124,Krea Shield,1,19,473000000,407000000,440000000,0,23
10124,Krea Shield,1,20,1870000000,1610000000,1740000000,0,0
10125,Rosar Shield,1,0,34800,30000,32400,102,690650
10125,Rosar Shield,1,8,1320000,1140000,1230000,0,8564
10125,Rosar Shield,1,11,1970000,1710000,1840000,1,4645
10125,Rosar Shield,1,13,5900000,5100000,5500000,0,11115
10125,Rosar Shield,1,16,30500000,26300000,28400000,0,2251
10125,Rosar Shield,1,17,48100000,41500000,44800000,0,1363
10125,Rosar Shield,1,18,110000000,95500000,103000000,0,508
10125,Rosar Shield,1,19,690000000,600000000,645000000,4,71
10125,Rosar Shield,1,20,3810000000,3530000000,3810000000,1,2
10138,Nouver Shield,3,0,103000000,89000000,96000000,7,8596
10138,Nouver Shield,3,8,130000000,112000000,121000000,0,1123
10138,Nouver Shield,3,11,132000000,114000000,123000000,0,528
10138,Nouver Shield,3,13,153000000,133000000,143000000,0,262
10138,Nouver Shield,3,14,216000000,186000000,201000000,0,166
10138,Nouver Shield,3,15,271000000,235000000,253000000,0,73
10138,Nouver Shield,3,16,496000000,428000000,462000000,0,1173
10138,Nouver Shield,3,17,505000000,438000000,473000000,0,1306
10138,Nouver Shield,3,18,840000000,730000000,785000000,1,3405
10138,Nouver Shield,3,19,2080000000,1800000000,1940000000,4,3860
10138,Nouver Shield,3,20,16800000000,14600000000,15700000000,0,124
10140,Kutum Shield,3,0,106000000,92500000,99500000,9,14170
10140,Kutum Shield,3,8,130000000,112000000,121000000,0,1734
10140,Kutum Shield,3,11,181000000,157000000,169000000,1,2532
10140,Kutum Shield,3,13,314000000,272000000,293000000,0,738
10140,Kutum Shield,3,14,365000000,315000000,340000000,0,385
10140,Kutum Shield,3,15,390000000,336000000,363000000,0,201
10140,Kutum Shield,3,16,446000000,384000000,415000000,0,2126
10140,Kutum Shield,3,17,525000000,455000000,491000000,0,2469
10140,Kutum Shield,3,18,655000000,565000000,610000000,0,8382
10140,Kutum Shield,3,19,1800000000,1560000000,1680000000,2,7617
10140,Kutum Shield,3,20,18900000000,16300000000,17600000000,0,187
10203,Elsh Longbow,1,0,19900,17300,18600,0,30362
10203,Elsh Longbow,1,8,2890000,2490000,2690000,0,230
10203,Elsh Longbow,1,11,6350000,5550000,5950000,0,124
10203,Elsh Longbow,1,13,12700000,11100000,11900000,0,313
10203,Elsh Longbow,1,16,36000000,31000000,33500000,1,182
10203,Elsh Longbow,1,17,51000000,44000000,47500000,0,280
10203,Elsh Longbow,1,18,103000000,89500000,96500000,0,52
10203,Elsh Longbow,1,19,338000000,292000000,315000000,0,3
10203,Elsh Longbow,1,20,740000000,640000000,690000000,0,0
10205,Azwell Longbow,1,0,19100,17500,17800,9,160803
10205,Azwell Longbow,1,8,3180000,2740000,2960000,0,31241
10205,Azwell Longbow,1,11,7200000,6200000,6700000,0,193
10205,Azwell Longbow,1,13,10900000,9450000,10200000,0,1357
10205,Azwell Longbow,1,16,30600000,26400000,28500000,0,241
10205,Azwell Longbow,1,17,37000000,32000000,34500000,0,158
10205,Azwell Longbow,1,18,88500000,76500000,82500000,0,20
10205,Azwell Longbow,1,19,344000000,296000000,320000000,0,0
10205,Azwell Longbow,1,20,740000000,640000000,690000000,0,0
10206,Ain Longbow,1,0,405000,375000,405000,2,32382
10206,Ain Longbow,1,8,2610000,2250000,2430000,0,24
10206,Ain Longbow,1,11,6050000,5250000,5650000,0,3
10206,Ain Longbow,1,13,12000000,10400000,11200000,0,11
10206,Ain Longbow,1,16,38900000,33500000,36200000,0,4
10206,Ain Longbow,1,17,65000000,56000000,60500000,0,1
10206,Ain Longbow,1,18,138000000,120000000,129000000,0,5
10206,Ain Longbow,1,19,344000000,296000000,320000000,0,0
10206,Ain Longbow,1,20,740000000,640000000,690000000,0,0
10207,Seleth Longbow,1,0,231000,214000,231000,0,36948
10207,Seleth Longbow,1,8,1670000,1450000,1560000,0,45
10207,Seleth Longbow,1,11,2590000,2230000,2410000,0,28
10207,Seleth Longbow,1,13,5150000,4460000,4820000,0,182
10207,Seleth Longbow,1,16,35100000,30300000,32700000,0,24
10207,Seleth Longbow,1,17,45400000,39200000,42300000,0,12
10207,Seleth Longbow,1,18,118000000,102000000,110000000,0,4
10207,Seleth Longbow,1,19,344000000,296000000,320000000,0,5
10207,Seleth Longbow,1,20,725000000,625000000,675000000,0,0
10209,Liverto Longbow,2,0,3440000,2960000,3200000,4,56492
10209,Liverto Longbow,2,8,8250000,7150000,7700000,0,2078
10209,Liverto Longbow,2,11,8250000,7150000,7700000,0,1092
10209,Liverto Longbow,2,13,8250000,7150000,7700000,0,481
10209,Liverto Longbow,2,14,8450000,7350000,7900000,0,376
10209,Liverto Longbow,2,15,13600000,11800000,12700000,2,6498
10209,Liverto Longbow,2,16,42200000,36400000,39300000,1,4378
10209,Liverto Longbow,2,17,58000000,50000000,54000000,0,7203
10209,Liverto Longbow,2,18,144000000,124000000,134000000,3,6600
10209,Liverto Longbow,2,19,496000000,428000000,462000000,0,556
10209,Liverto Longbow,2,20,4250000000,3670000000,3960000000,0,9
10210,Kzarka Longbow,3,0,104000000,90500000,97500000,9,8783
10210,Kzarka Longbow,3,8,125000000,109000000,117000000,2,876
10210,Kzarka Longbow,3,11,167000000,145000000,156000000,0,630
10210,Kzarka Longbow,3,13,181000000,157000000,169000000,0,382
10210,Kzarka Longbow,3,14,254000000,220000000,237000000,0,221
10210,Kzarka Longbow,3,15,331000000,285000000,308000000,0,122
10210,Kzarka Longbow,3,16,398000000,344000000,371000000,0,1637
10210,Kzarka Longbow,3,17,469000000,405000000,437000000,0,1774
10210,Kzarka Longbow,3,18,515000000,447000000,483000000,1,5960
10210,Kzarka Longbow,3,19,1560000000,1360000000,1460000000,1,2912
10210,Kzarka Longbow,3,20,18200000000,15800000000,17000000000,0,98
10212,Kalis Longbow,1,0,260000,241000,260000,30,318107
10212,Kalis Longbow,1,8,1390000,1210000,1300000,7,2707
10212,Kalis Longbow,1,11,2550000,2210000,2380000,0,1190
10212,Kalis Longbow,1,13,4790000,4130000,4460000,0,3109
10212,Kalis Longbow,1,16,27900000,24100000,26000000,0,278
10212,Kalis Longbow,1,17,53000000,45800000,49500000,0,163
10212,Kalis Longbow,1,18,96000000,83000000,89500000,0,79
10212,Kalis Longbow,1,19,331000000,285000000,308000000,0,8
10212,Kalis Longbow,1,20,740000000,640000000,690000000,0,0
10213,Bares Longbow,1,0,78000,68000,73000,5,451241
10213,Bares Longbow,1,8,1230000,1070000,1150000,0,8523
10213,Bares Longbow,1,11,1980000,1720000,1850000,1,1512
10213,Bares Longbow,1,13,4770000,4110000,4440000,0,4592
10213,Bares Longbow,1,16,32000000,27600000,29800000,0,621
10213,Bares Longbow,1,17,55500000,48100000,52000000,0,402
10213,Bares Longbow,1,18,102000000,88500000,95500000,0,157
10213,Bares Longbow,1,19,365000000,315000000,340000000,0,14
10213,Bares Longbow,1,20,740000000,640000000,690000000,0,0
10214,Yuria Longbow,1,0,88000,76000,82000,4,775199
10214,Yuria Longbow,1,8,1560000,1360000,1460000,24,7150
10214,Yuria Longbow,1,11,2240000,1940000,2090000,0,2948
10214,Yuria Longbow,1,13,3980000,3440000,3710000,0,11356
10214,Yuria Longbow,1,16,29900000,25900000,27900000,0,1391
10214,Yuria Longbow,1,17,48400000,41800000,45100000,0,731
10214,Yuria Longbow,1,18,117000000,101000000,109000000,0,308
10214,Yuria Longbow,1,19,353000000,305000000,329000000,0,20
10214,Yuria Longbow,1,20,890000000,770000000,830000000,0,0
10256,Krea Longbow,1,0,37300,34200,34700,20,362921
10256,Krea Longbow,1,8,1390000,1210000,1300000,0,2402
10256,Krea Longbow,1,11,2160000,1860000,2010000,3,1411
10256,Krea Longbow,1,13,5100000,4430000,4780000,0,7264
10256,Krea Longbow,1,16,32500000,28100000,30300000,0,707
10256,Krea Longbow,1,17,45000000,38800000,41900000,0,393
10256,Krea Longbow,1,18,102000000,88500000,95500000,0,134
10256,Krea Longbow,1,19,328000000,284000000,306000000,0,4
10256,Krea Longbow,1,20,740000000,640000000,690000000,0,0
10257,Rosar Longbow,1,0,46100,39700,42900,39,698178
10257,Rosar Longbow,1,8,1310000,1130000,1220000,1,8548
10257,Rosar Longbow,1,11,1970000,1710000,1840000,2,5138
10257,Rosar Longbow,1,13,5600000,4860000,5250000,0,17331
10257,Rosar Longbow,1,16,33400000,28800000,31100000,0,2434
10257,Rosar Longbow,1,17,62500000,54500000,58500000,3,1761
10257,Rosar Longbow,1,18,118000000,102000000,110000000,0,810
10257,Rosar Longbow,1,19,404000000,348000000,376000000,0,39
10257,Rosar Longbow,1,20,845000000,735000000,790000000,0,2
10271,Styd Longbow,1,0,13000,12000,12100,4,31829
10272,Ultimate Styd Longbow,2,0,15200,14100,14200,3,41420
10286,Offin Tett's Radiant Longbow,3,0,113000000,98500000,106000000,0,763
10286,Offin Tett's Radiant Longbow,3,8,173000000,149000000,161000000,1,117
10286,Offin Tett's Radiant Longbow,3,11,173000000,149000000,161000000,0,66
10286,Offin Tett's Radiant Longbow,3,13,185000000,161000000,173000000,0,18
10286,Offin Tett's Radiant Longbow,3,14,202000000,174000000,188000000,0,11
10286,Offin Tett's Radiant Longbow,3,15,307000000,265000000,286000000,0,42
10286,Offin Tett's Radiant Longbow,3,16,452000000,390000000,421000000,0,206
10286,Offin Tett's Radiant Longbow,3,17,555000000,481000000,520000000,0,104
10286,Offin Tett's Radiant Longbow,3,18,685000000,595000000,640000000,0,308
10286,Offin Tett's Radiant Longbow,3,19,2180000000,1880000000,2030000000,0,656
10286,Offin Tett's Radiant Longbow,3,20,19100000000,16500000000,17800000000,0,51
10303,Bronze Dagger,1,0,20700,17900,19300,0,1357975
10303,Bronze Dagger,1,8,1050000,915000,985000,0,17504
10303,Bronze Dagger,1,11,1650000,1430000,1540000,0,5194
10303,Bronze Dagger,1,13,5400000,4680000,5050000,0,22062
10303,Bronze Dagger,1,16,33000000,28400000,30700000,0,2902
10303,Bronze Dagger,1,17,51000000,44200000,47700000,0,1675
10303,Bronze Dagger,1,18,95000000,82000000,88500000,0,887
10303,Bronze Dagger,1,19,438000000,378000000,408000000,0,226
10303,Bronze Dagger,1,20,2090000000,1810000000,1950000000,0,35
10304,Steel Dagger,1,0,21000,19600,19600,7,2275037
10304,Steel Dagger,1,8,1130000,985000,1060000,4,18719
10304,Steel Dagger,1,11,2060000,1780000,1920000,0,10376
10304,Steel Dagger,1,13,5450000,4720000,5100000,0,35126
10304,Steel Dagger,1,16,35300000,30500000,32900000,3,10054
10304,Steel Dagger,1,17,44500000,38300000,41400000,1,8994
10304,Steel Dagger,1,18,94500000,81500000,88000000,2,8022
10304,Steel Dagger,1,19,326000000,282000000,304000000,0,523
10304,Steel Dagger,1,20,1030000000,890000000,960000000,0,15
10305,Parrying Dagger,1,0,24000,22400,22400,0,582319
10305,Parrying Dagger,1,8,1320000,1140000,1230000,2,4927
10305,Parrying Dagger,1,11,2480000,2140000,2310000,0,435
10305,Parrying Dagger,1,13,5350000,4620000,4990000,0,3401
10305,Parrying Dagger,1,16,33900000,29300000,31600000,0,1545
10305,Parrying Dagger,1,17,44800000,38600000,41700000,0,673
10305,Parrying Dagger,1,18,121000000,105000000,113000000,0,521
10305,Parrying Dagger,1,19,530000000,459000000,496000000,0,481
10305,Parrying Dagger,1,20,2940000000,2540000000,2740000000,1,161
10324,Krea Dagger,1,0,27000,25200,25200,4,575448
10324,Krea Dagger,1,8,1320000,1140000,1230000,1,4755
10324,Krea Dagger,1,11,1970000,1710000,1840000,8,2622
10324,Krea Dagger,1,13,4360000,3760000,4060000,0,8920
10324,Krea Dagger,1,16,30800000,26600000,28700000,0,717
10324,Krea Dagger,1,17,58000000,50000000,54000000,0,371
10324,Krea Dagger,1,18,112000000,97500000,105000000,0,121
10324,Krea Dagger,1,19,473000000,407000000,440000000,0,15
10324,Krea Dagger,1,20,1870000000,1610000000,1740000000,0,1
10325,Rosar Dagger,1,0,34800,30000,32400,0,522911
10325,Rosar Dagger,1,8,1320000,1140000,1230000,2,5281
10325,Rosar Dagger,1,11,1970000,1710000,1840000,0,3005
10325,Rosar Dagger,1,13,5900000,5100000,5500000,0,9623
10325,Rosar Dagger,1,16,30500000,26300000,28400000,0,1779
10325,Rosar Dagger,1,17,48100000,41500000,44800000,0,960
10325,Rosar Dagger,1,18,110000000,95500000,103000000,0,463
10325,Rosar Dagger,1,19,690000000,600000000,645000000,0,68
10325,Rosar Dagger,1,20,3810000000,3530000000,3810000000,1,6
10338,Nouver Dagger,3,0,103000000,89000000,96000000,8,13666
10338,Nouver Dagger,3,8,130000000,112000000,121000000,3,1173
10338,Nouver Dagger,3,11,132000000,114000000,123000000,0,767
10338,Nouver Dagger,3,13,153000000,133000000,143000000,0,436
10338,Nouver Dagger,3,14,216000000,186000000,201000000,0,287
10338,Nouver Dagger,3,15,271000000,235000000,253000000,0,172
10338,Nouver Dagger,3,16,496000000,428000000,462000000,9,2123
10338,Nouver Dagger,3,17,505000000,438000000,473000000,1,1699
10338,Nouver Dagger,3,18,840000000,730000000,785000000,8,6074
10338,Nouver Dagger,3,19,2080000000,1800000000,1940000000,3,5069
10338,Nouver Dagger,3,20,16800000000,14600000000,15700000000,0,189
10340,Kutum Dagger,3,0,106000000,92500000,99500000,18,14609
10340,Kutum Dagger,3,8,130000000,112000000,121000000,6,1450
10340,Kutum Dagger,3,11,181000000,157000000,169000000,2,956
10340,Kutum Dagger,3,13,314000000,272000000,293000000,3,532
10340,Kutum Dagger,3,14,365000000,315000000,340000000,0,384
10340,Kutum Dagger,3,15,390000000,336000000,363000000,0,191
10340,Kutum Dagger,3,16,446000000,384000000,415000000,0,2463
10340,Kutum Dagger,3,17,525000000,455000000,491000000,2,2459
10340,Kutum Dagger,3,18,655000000,565000000,610000000,0,8613
10340,Kutum Dagger,3,19,1800000000,1560000000,1680000000,0,7476
10340,Kutum Dagger,3,20,18900000000,16300000000,17600000000,1,207
10403,Elsh Amulet,1,0,19900,17300,18600,0,43537
10403,Elsh Amulet,1,8,2890000,2490000,2690000,0,484
10403,Elsh Amulet,1,11,6350000,5550000,5950000,0,183
10403,Elsh Amulet,1,13,12700000,11100000,11900000,0,634
10403,Elsh Amulet,1,16,36000000,31000000,33500000,0,289
10403,Elsh Amulet,1,17,51000000,44000000,47500000,0,303
10403,Elsh Amulet,1,18,103000000,89500000,96500000,0,193
10403,Elsh Amulet,1,19,338000000,292000000,315000000,0,17
10403,Elsh Amulet,1,20,740000000,640000000,690000000,0,0
10405,Azwell Amulet,1,0,19100,17500,17800,0,153636
10405,Azwell Amulet,1,8,3180000,2740000,2960000,0,886
10405,Azwell Amulet,1,11,7200000,6200000,6700000,0,308
10405,Azwell Amulet,1,13,10900000,9450000,10200000,0,2169
10405,Azwell Amulet,1,16,30600000,26400000,28500000,0,282
10405,Azwell Amulet,1,17,37000000,32000000,34500000,0,79
10405,Azwell Amulet,1,18,88500000,76500000,82500000,0,24
10405,Azwell Amulet,1,19,344000000,296000000,320000000,0,6
10405,Azwell Amulet,1,20,740000000,640000000,690000000,0,0
10406,Ain Amulet,1,0,405000,375000,405000,0,30940
10406,Ain Amulet,1,8,2610000,2250000,2430000,0,13
10406,Ain Amulet,1,11,6050000,5250000,5650000,0,3
10406,Ain Amulet,1,13,12000000,10400000,11200000,0,11
10406,Ain Amulet,1,16,38900000,33500000,36200000,0,3
10406,Ain Amulet,1,17,65000000,56000000,60500000,0,1
10406,Ain Amulet,1,18,138000000,120000000,129000000,0,0
10406,Ain Amulet,1,19,344000000,296000000,320000000,0,0
10406,Ain Amulet,1,20,740000000,640000000,690000000,0,0
10407,Seleth Amulet,1,0,231000,214000,231000,1,169300
10407,Seleth Amulet,1,8,1670000,1450000,1560000,0,506
10407,Seleth Amulet,1,11,2590000,2230000,2410000,0,67
10407,Seleth Amulet,1,13,5150000,4460000,4820000,0,730
10407,Seleth Amulet,1,16,35100000,30300000,32700000,0,89
10407,Seleth Amulet,1,17,45400000,39200000,42300000,0,48
10407,Seleth Amulet,1,18,118000000,102000000,110000000,0,12
10407,Seleth Amulet,1,19,344000000,296000000,320000000,1,8
10407,Seleth Amulet,1,20,725000000,625000000,675000000,0,0
10409,Liverto Amulet,2,0,3440000,2960000,3200000,1,63059
10409,Liverto Amulet,2,8,8250000,7150000,7700000,0,1772
10409,Liverto Amulet,2,11,8250000,7150000,7700000,0,975
10409,Liverto Amulet,2,13,8250000,7150000,7700000,0,505
10409,Liverto Amulet,2,14,8450000,7350000,7900000,0,386
10409,Liverto Amulet,2,15,13600000,11800000,12700000,3,13051
10409,Liverto Amulet,2,16,42200000,36400000,39300000,1,4435
10409,Liverto Amulet,2,17,58000000,50000000,54000000,1,7606
10409,Liverto Amulet,2,18,144000000,124000000,134000000,5,7254
10409,Liverto Amulet,2,19,496000000,428000000,462000000,0,377
10409,Liverto Amulet,2,20,4250000000,3670000000,3960000000,0,2
10410,Kzarka Amulet,3,0,104000000,90500000,97500000,17,11514
10410,Kzarka Amulet,3,8,125000000,109000000,117000000,2,1069
10410,Kzarka Amulet,3,11,167000000,145000000,156000000,0,819
10410,Kzarka Amulet,3,13,181000000,157000000,169000000,0,408
10410,Kzarka Amulet,3,14,254000000,220000000,237000000,0,351
10410,Kzarka Amulet,3,15,331000000,285000000,308000000,0,167
10410,Kzarka Amulet,3,16,398000000,344000000,371000000,0,2078
10410,Kzarka Amulet,3,17,469000000,405000000,437000000,0,2348
10410,Kzarka Amulet,3,18,515000000,447000000,483000000,0,6924
10410,Kzarka Amulet,3,19,1560000000,1360000000,1460000000,0,4278
10410,Kzarka Amulet,3,20,18200000000,15800000000,17000000000,0,187
10412,Kalis Amulet,1,0,260000,241000,260000,16,250251
10412,Kalis Amulet,1,8,1390000,1210000,1300000,1,2355
